,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
241,PujaKum71156655,,"Patna, India",940,953,32271,276,"The Union #Cabinet, under the leadership of PM Sh @NarendraModi, approves establishment of @WHO Global Centre for Traditional Medicine in India.

The WHO GCTM will be established in Jamnagar under the Ministry of AYUSH.
@moayush 
#CabinetDecisions

https://t.co/FpW1mM4CHR https://t.co/n7XHEw0Yc9",['Cabinet']
242,BhuwneshVijay,expert on everything. social worker.,"Jammu And Kashmir, India ",114,104,7687,26,"This victory is a reflection of people's trust and confidence in Shri @narendramodi ji's leadership and Shri @himantabiswa ji's governance.
Our deepest gratitude to the people of Assam.",[]
243,chiragojha18,"प्रकृति प्रेमी,
 भारतीय सनातन संस्कृति पर गर्व ,
स्वयंसेवक ,
  दक्षिण भारतीय संस्कृति एवं कला प्रेमी",,478,62,3183,2615,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
244,AdityaThakurAD9,"ADVOCATE, HIGH COURT

युवा नेतृत्व,भारतीय जनता पार्टी https://t.co/4t5s4WiNCv",Delhi/Himanchal/India,2526,675,33036,175,"Stellar victory of @BJP4India in Assam Municipal polls where it has managed to bag 96.25% of total Boards (77 / 80) shows faith people of Assam have in Act East Policy of PM @narendramodi ji , dedication of party karyakartas under @JPNadda ji &amp; governance  under @himantabiswa ji https://t.co/CGSX3snZ6t",[]
245,taangsu,spokesperson - all india dalit-bahujan mercedes owners' association | avarna samalpuria | nobody's ally,bharat,56,119,3729,108,"Will Mr. Devendra Fadnavis reply why the Prime Minister keeps on visiting Mr. Sharadchandra Pawar's home if you connect his party with Dawood Ibrahim?

@Dev_Fadnavis @narendramodi",[]
246,LalBaha59827633,"I Lal bahadur Singh is working with Himadri speciality chemical ltd ,as Production Manager at it's Falta SEZ unit, in S.24 Parganas, W.B. India.",,15,5,233,0,@sambitswaraj @narendramodi Great decision.,[]
247,kscm2008,phoenix,Chennai,716,53,12745,2615,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
248,Neerajh0,"धर्म एव हतो हन्ति धर्मो रक्षति रक्षितः ।
तस्माद्धर्मो न हन्तव्यो मा नो धर्मो हतोऽवधीत् ।'
अर्थ: जो लोग ’धर्म’ की रक्षा करते हैं, उनकी रक्षा स्वयं हो जाती है।",,909,282,9859,2,"Heart felt thanks to everyone for this massive evacuation from Ukraine. 
@narendramodi
 ji, 
@PMOIndia
 
@MEAIndia
 
@Gen_VKSingh
 
@JM_Scindia
 
@KirenRijiju
 
@HardeepSPuri
 
@opganga
 
@IndiainUkraine https://t.co/TCam0W1CZv",[]
249,atuldubeyl,"BJP(U.P.),Rss,  भाजपा नमो संवाद ब्रज क्षेत्र संयोजक उ.प्र.। (हिन्दू तन-मन, हिन्दू जीवन, रग-रग हिन्दू मेरा परिचय!)",Mainpuri (U.P.),189,605,61237,1013,"BJP's massive victory in the municipal elections of Assam shows that the public's confidence in PM Shri @narendramodi ji's ""Act East"" policy has been welcomed by the people of Assam.
 
I congratulate and thank the people of Assam, CM Shri @himantabiswa ,@BJP4Assam and its allies.",[]
250,SankaPadma,"Vande Mataram!   Desh Bhakti is Dev Bhakti...  
Retweets and Likes are not endorsements.",,1172,1247,205009,694,Touched to receive these thoughtful greetings from ⁦@narendramodi⁩ ji. He is always gracious in making these gestures of courtesy &amp; kindness. 🙏 https://t.co/rdueFugZbN,[]
251,NMeeeti,Thiyam nongal,,6,2,943,53,"Best of luck to all the candidates of @BJP4Manipur for the results tomorrow. I will be praying for your success.

#ManipurElections2022 #ManipurElectionResults

@BJP4India @narendramodi  @JPNadda @NBirenSingh @byadavbjp @sambitswaraj @PratimaBhoumik @BiswajitThongam https://t.co/BlBScx1o7e",[]
252,KunalRMurl,,,3,2,325,2,"@balushaSb @samant_uday @narendramodi @CMOMaharashtra @anubha1812 Students being forced to come and take of UT(IA1),WHY??,is there anyone in India to support MU UNIVERSITY STUDENTS from 1 month begging for help,But everyone is busy in their own world,just name n fame...those not vaccinated are forcefully called too,and sitting with vaccine stu",[]
253,Trendsetting123,"Member AIPC,

Hardcore Rahul Gandhi Supporter,

Rewarded Twice By Goverment of India ",,1534,6797,118340,1,"@WuntakalL @55659754Bhaskar @Trendsetting123 @Ansari_ahk @myogiadityanath @narendramodi @priyankagandhi @ECISVEEP @RaniPadmaK @VTankha @RahulGandhi @yadavakhilesh @aayeff1 @LtColAnilDuhoon @adgpi @IAF_MCC @rkhuria2 @naukarshah @SunilDsouza @RShivshankar @PadmajaJoshi @_pallavighosh @exhortofgeeta @geetv79 @Dynamyto3 @IsranRar3 @MandBuddhiSingh @rk5lark @SalmanSoz @ShashiTharoor @johnanil97 @Gks52305146 @i_am_pravin_inc @SusmitaYadav14 @avidandiya @praveensahi @sadafjafar @1richasingh @kumari_selja @ShagufaSayyeda @dnyadav @Truedemocracy1 @RoopeshSinghINC @FreedaNicholas @bansalavani @karunanundy @PriyaaReturnz @Pawankhera They don't consider ppl from other states as loyal as the Gujrati, so how can you expect them work properly during elections.",[]
254,AMkhan46350658,Naresh kashyap,,59,0,20,0,@IArunPrabhat @narendramodi @Tejasvi_Surya @drmonika_langeh @sonikasdutta Good 👍,[]
255,Sonalkapa,"Proud Hindu. Indian 🇮🇳 first. Vegetarian. TWITTER IS WORSE THAN A DICTATOR. Retweets aren’t endorsements. Blocked by barkhaDutt, audreyTruschke",,549,281,29195,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
256,er_awdhesh7,"State president @NPPIndia_, Bihar ||
Chairman and managing Director  ,
Buddha Institute of Technology 
Gaya, Bihar.
@Bit_Bodhgaya","Gaya, India",206,509,1046,2,"I am very pleased to announce that the projected capital expenditure is the highest in the history of Meghalaya and will propel the infrastructure growth in line with the thrust given by the Government of India.
#MeghalayaBudget2022
@PMOIndia @narendramodi @nsitharaman",[]
257,KNirgudakar,"Be careful with your words
https://t.co/7L9F7O11I3
Freelance journalist |Associate Producer| videoeditore|Videojournalist Ex@Doordarshan|Blogger|","Bhopal, India",2582,873,18424,0,"@sanghaviharsh @narendramodi @prasarbharati @shashidigital #NeedEmploymentAgain
1/2 kindly request you to take cognizance of the matter and please get employment again. @Anurag_Office @PMOIndia @narendramodi @Murugan_MoS @LabourMinistry @MoIB_Official @Mayank23Agrawal @MIB_Hindi 
https://t.co/faq057lUte 
https://t.co/feDyRh1B4o",['NeedEmploymentAgain']
258,XMom59,,"Kanpur, Uttar Pradesh",23,217,61879,79,"Did you know ?

#8thMarch is celebrated as #InternationalWomensDay, 
but in India due to misuse of #GenderBiasedLaws over the last 3 decades, it is now celebrated as #FalseCaseDay
#HappyGoldDiggerDay 

@PMOIndia @MinistryWCD
@narendramodi @KirenRijiju @sharmarekha @SwatiJaiHind https://t.co/oz7OMfFoxH","['8thMarch', 'InternationalWomensDay', 'GenderBiasedLaws']"
259,Rao_shaabop,,,34,0,46,1,@KatariyaRaveena @AmitShah @narendramodi @BjpBiplab We want justices,[]
260,prcbraju,,Hyderabad,1136,109,62654,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
261,Rao_shaabop,,,34,0,46,2,@KatariyaRaveena @AmitShah @narendramodi @BjpBiplab Justice for katariya,[]
262,tgjajoo,"Karyakarta at Rashtriya Swayamsevak Sangh (RSS)
 Social Worker of Bharatiya Janata Party (BJP)",,129,31,629,0,@nitin_gadkari @narendramodi Congratulations 🙏🕉️🙏,[]
263,kuttyvicky91194,"𝕻𝖗𝖔𝖚𝖉 🆃🅰🅼🅸🅻🅰🅽 , 𝕴𝖓𝖉𝖎𝖆𝖓","Peravurani, India",1037,209,6055,2615,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
264,kattarahindu1,,,476,907,18130,136,"PM Shri @narendramodi ji's government is dedicated to the interest of farmers.

More than 1 crore farmers across the country got Rs 1.42 lakh crore from the purchase of paddy at MSP.

#AatmaNirbharKrishi https://t.co/rxZmkPVek0",[]
265,mehmoodmayari,just business,,206,8,187,0,"@narendramodi Usa trying to get first step in crypto world , as which ever country will first make a good move will be grtting a good advantage in the future. Its trillion dollars turnover from around the world . I hope India in the guidance of ur would be first to adopt it . https://t.co/pdR0X0FkRW",[]
266,NMeeeti,Thiyam nongal,,6,2,943,121,The massive victory of the Bharatiya Janata Party in the Assam Municipal Elections shows the unwavering faith of the people of Assam in the PM Shri @narendramodi ji's development centric model of governance.,[]
267,Shashik10790832,student,,242,27,4483,694,Touched to receive these thoughtful greetings from ⁦@narendramodi⁩ ji. He is always gracious in making these gestures of courtesy &amp; kindness. 🙏 https://t.co/rdueFugZbN,[]
268,KNirgudakar,"Be careful with your words
https://t.co/7L9F7O11I3
Freelance journalist |Associate Producer| videoeditore|Videojournalist Ex@Doordarshan|Blogger|","Bhopal, India",2582,873,18424,0,"@sanghaviharsh @narendramodi Honorable Shri @sanghaviharsh Sir  I am requesting that Doordarshan Indore and Bhopal young contractuals employees working for the last 14 years has terminated by without reason
https://t.co/1cNHXd0qyB
@prasarbharati @shashidigital",[]
269,kalishanmuga,abyz,gmail.com,235,18,3487,0,"Social Media Corner 9th March 2022 
https://t.co/PKyKGsIoW8 via NaMo App https://t.co/qiYU3NZnnm",[]
270,Rao_shaabop,,,34,0,46,3,@KatariyaRaveena @AmitShah @narendramodi @BjpBiplab Immediate action is expected ensuring all the safety of Jawan till hi retirement as some psycho officials make it a hell for employee to carry it frwrd.,[]
271,rajupu,"An eternal optimist, A Voracious Reader, Believes Hinduism = Freedom. I'm not an RSS member but am proud to be called a Sanghi!
Never drank Gaumutra till date!",Bangalore,1053,603,32222,1,"My friend is presently traveling from Kerala to Bangalore by Trivandrum to Mysore Kochuveli train No 16316
There is no water in S4 coach and no action being taken despite repeated complaints. 
@RailMinIndia  @narendramodi @PrimeMinisterLS",[]
272,Avnithakur56,,"Uttar Pradesh, India",275,193,10143,129,"BJP's clean sweep in the municipal elections of Assam shows the confidence in PM Sh @narendramodi ji's ""Act East"" policy by the people of Assam.
 
I congratulate the citizens of Assam, CM Shri @himantabiswa ji, @BJP4Assam and its allies. https://t.co/im3J3P1JEa",[]
273,karuththu2020,DMK SOCIAL MEDIA FORUM,,1094,3082,2206,1,"Thank u @narendramodi  Ji .

#DummyBava_Modi #EVM_चोर_BJP https://t.co/Tbrrnlk6GN","['DummyBava_Modi', 'EVM_चोर_BJP']"
274,_ramlaxmanoo1,Social worker,"New Delhi, India",970,709,11426,38,"Congratulations to all @BJP4Assam Karyakartas for massive win in #MunicipalElections.

This is result of efficient leadership, decisive policies &amp; hardwork of Sh. @himantabiswa Ji.

This mirrors people's faith in Hon PM @narendramodi Ji's vision of development of North-East. https://t.co/C1gGBOWiqG",['MunicipalElections']
275,ajay_kanojia,,India,963,337,37827,811,"The landslide victory in Assam municipal elections reflects people’s unwavering trust in PM @narendramodi led BJP’s politics of development.

Grateful to the people of Assam for their continued support. Congratulations to CM @himantabiswa, @Bhabesh_KalitaR, @BJP4Assam &amp; our ally. https://t.co/WEtZsxvQtD",[]
276,minupuri_r,"A Father and Grandfather. Retd Bank executive . Pro Modi since 2002. Believes in Sanatana Dharma, culture and traditions of Hindutva. Hindu Reddy from Telangana","Hyderabad, India",1367,431,33429,1,HON’BLE Mr. @PMOIndia @narendramodi @DrSJaishankar @MEAIndia IF I HAD AN OPPORTUNITY LIKE YOU HAVE I WOULD HAVE SCREENED THIS MOVIE AT @UN &amp; ITS SPECIALISED AGENCIES LOOKING AFTER HUMAN.THIS CAN BE A GAME CHANGER IN BUSTING PAK #KASHMIR PROPAGANDA. DO THINK OVER 🤔 https://t.co/rXXuVaifnX,[]
277,sangeethikaraj,Malayali .Software engineer. Proud Indian.,,19,62,1503,0,@narendramodi Hope India can mediate and help to stop the war.,[]
278,NMeeeti,Thiyam nongal,,6,2,943,38,"Congratulations to all @BJP4Assam Karyakartas for massive win in #MunicipalElections.

This is result of efficient leadership, decisive policies &amp; hardwork of Sh. @himantabiswa Ji.

This mirrors people's faith in Hon PM @narendramodi Ji's vision of development of North-East. https://t.co/C1gGBOWiqG",['MunicipalElections']
279,KppeAchumi,,,30,1,33,0,@rpsinghkhalsa @narendramodi @DrSJaishankar @HardeepSPuri @JM_Scindia @KirenRijiju @Gen_VKSingh Aaay ..!! No one is evacuating any one but since our young brothers and sisters were not knowing about the government stand of political keen🕊️🌿🌨️✨,[]
280,kamaleshatul,⛳धर्मो रक्षति रक्षितः⛳,"Varanasi, India",458,900,76456,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
281,SBChennaivasi,Traveler. Businessman. Views r Personal. RT's r not endorsements.,,80,77,21580,0,"@annamalai_k @narendramodi @arivalayam Look at how a CM of d state to all these so called journalists r hell bent to find fault of a work being done during a War !!!

This is such a LOW !!! Stooping so low to spread hate and create bad name fr d country &amp; make brothers fight amongst ourselves, so that they can enjoy!",[]
282,sabds026,,udt.tn,562,29,2193,105,"#IndianStudents an emotional issue
1. Opposition eying for a chance to tarnish the govt
2. Brutal war
3. International pressure 
4. Media 
5. 5 state elections
6. Life risk for students
One leader &amp; his team stood against all odds &amp; got our students back
It's #NarendraModi",['IndianStudents']
283,RAJESHUP1909,योगः कर्मसु  कौशलम,"Kolkata, India",341,50,740,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
284,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187362,0,"@JM_Scindia @narendramodi @ChouhanShivraj I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
285,Sapna800931,जय श्री राम 🙏😍,,622,1394,22514,129,"BJP's clean sweep in the municipal elections of Assam shows the confidence in PM Sh @narendramodi ji's ""Act East"" policy by the people of Assam.
 
I congratulate the citizens of Assam, CM Shri @himantabiswa ji, @BJP4Assam and its allies. https://t.co/im3J3P1JEa",[]
286,dadhichi39,"Proud Indian.
Proud Volunteer Of @aniruddhasadm.
Retweets are not endorsement.
#JaiShriRam",,1881,1449,2955,3972,"Those calling this airlift by @narendramodi government a PR exercise  , just go to airport and see the anxious faces of parents waiting for their children , see the happiness of receiving loved ones .. please go out and see for yourself emotions outpouring",[]
287,KamleshMaharaj2,my india,,532,190,5946,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
288,timraj_bhati,," devta Greater Noida, India",299,212,3773,0,@Hemamalinimp_ls @dreamgirlhema @BSKoshyari @BJP4MathuraJila @BJP4MathuraM @narendramodi @rajnathsingh @AmitShah @ianuragthakur @kishanreddybjp @M_Lekhi @myogiadityanath @JPNadda @Dev_Fadnavis @BJP4India Congratulations💐💐💐,[]
289,Ilovemyyindia,"युवा मोर्चा अध्यक्ष नाचन मण्डल 

Ex IT&Media & Social Media Incharge BJYM Nachan
 Ex BJP IT Zila SunderNagar",Mandi Himachal Pradesh ,1564,571,9717,0,"Congratulations @BJP4Assam 
@narendramodi @JPNadda @himantabiswa https://t.co/fUf2rMbe9D",[]
290,KamleshBansal6,भारत भाग्य विधाता (मोदीजी),Neemuch MP ,435,863,143077,811,"The landslide victory in Assam municipal elections reflects people’s unwavering trust in PM @narendramodi led BJP’s politics of development.

Grateful to the people of Assam for their continued support. Congratulations to CM @himantabiswa, @Bhabesh_KalitaR, @BJP4Assam &amp; our ally. https://t.co/WEtZsxvQtD",[]
291,NirmalP79093779,Student,,4,13,8853,38,"Congratulations to all @BJP4Assam Karyakartas for massive win in #MunicipalElections.

This is result of efficient leadership, decisive policies &amp; hardwork of Sh. @himantabiswa Ji.

This mirrors people's faith in Hon PM @narendramodi Ji's vision of development of North-East. https://t.co/C1gGBOWiqG",['MunicipalElections']
292,santoshgupta075,Tweets Personal,"New Delhi, India",302,1802,2880,0,"Leadership is the capacity to translate vision into reality. Prime minister @narendramodi is the one who knows the way, goes the way, and shows the way.
 I, We &amp; whole country proud of you, love you and support you. https://t.co/rLt9Ok7sc9",[]
293,mahen97564961,Jai hind,,394,177,6337,129,"BJP's clean sweep in the municipal elections of Assam shows the confidence in PM Sh @narendramodi ji's ""Act East"" policy by the people of Assam.
 
I congratulate the citizens of Assam, CM Shri @himantabiswa ji, @BJP4Assam and its allies. https://t.co/im3J3P1JEa",[]
294,_LemonSqueezer,Just an insignificant soul...,Islamabad,34,6,582,0,@TajinderSTS @narendramodi Fake news as usual. Do not trusty any news originating from #India except the ongoing atrocities by Modi's fascist gov against all non-Hindu minorities,['India']
295,ajay_222905,"Like interest of Indic culture 🙏Nationalism, RT is not endorsement 😊",India,154,37,1006,2616,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
296,Bhupend27959674,राजपीपला शहेर उप प्रमुख भाजपा,"Rajpipla, India",171,161,1093,9,"Union Cabinet under the leadership of PM Shri @narendramodi ji approves establishment of WHO Global Centre for Traditional Medicine in Jamnagar, Gujarat.

#CabinetDecisions https://t.co/9LvkUpP8OS",[]
297,aysh_it,,,458,12,1427,121,"Dear CM @mkstalin Avargal,

These Students have made it very clear that PM @narendramodi Government is the only one in the World to evacuate all its Citizens from Ukraine.

You may not like it, but you got to accept it.

By the way, where are your MPs &amp; MLA you sent to evacuate? https://t.co/dfQosUZ2oz",[]
298,Avnithakur56,,"Uttar Pradesh, India",275,193,10143,129,"Congratulations to @BJP4Assam on the  glorious victory in the Municipal elections2022. This is the testimony of the dynamic  leadership of HCM Dr @himantabiswa ji in bringing about  all round development in Assam.
#MunicipalElection2022Assam
@narendramodi https://t.co/c3pnX4ruwO",[]
299,bjprajeshkanna,"Director,NFDC,Govt of India.","Chennai, India",488,378,3828,299,"We are seeing the very popular &amp; impactful scheme of our Hon PM Shri @narendramodi avl - Sukanya Samriddhi Scheme - being gifted by people nowadays

In Kanyakumari, Mandiakadu Temple function yday, the organizers had gifted this life changing scheme to many young girl children. https://t.co/4OgDZpUfDj",[]
300,SnehaYa66166756,,,2,8,1181,2,@OfficeOf_MM @mansukhmandviya  sir do release the revised cutoff #NEETPG2O21REVISEDCUTOFF...give ur covid warriors some good news too🙏🙏we beg u to urgently do d needful..we are here day n night fighting for our right..plz take a look in to the matter asap🙏🙏🙏 @narendramodi @TheSureshGopi,['NEETPG2O21REVISEDCUTOFF']
301,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187363,0,"@nitin_gadkari @narendramodi @WHO I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
302,PujaKum71156655,,"Patna, India",940,953,32271,276,Great decision by PM Sh. @narendramodi Ji. Educational institutions run on money but Education should always be affordable. Deserving candidates should not travel abroad to Study medical because of High fees. Congratulations Medical Aspirants! https://t.co/ICRU1lHhVc,[]
303,Avnithakur56,,"Uttar Pradesh, India",275,193,10143,131,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Hon'ble PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.
#AssamMunicipalResults
#ModiHaiToMumkinHai 
@blsanthosh https://t.co/Wqcl8KLW0f",['AssamMunicipalElection']
304,sain_yam,,,19,71,437,296,"On the occasion of International Women's Day yesterday, my article on the 3 pillars of Hon'ble Prime Minister @narendramodi's  mantra of Women Led Development:
1. Creating opportunities
2. Building an enabling environment
3. Qualitative change in mindset

https://t.co/yAemrsj9GS",[]
305,PankajS10665361,,,173,10,1590,0,@narendramodi Help me sir ma ak gareb gar ca ho muja oprition kar ne help nie mela ha help 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭me 6909636967 call me help me https://t.co/a3uxR4IDvb,[]
306,Trendsetting123,"Member AIPC,

Hardcore Rahul Gandhi Supporter,

Rewarded Twice By Goverment of India ",,1534,6797,118340,1,"@RamphalKaushik9 @WuntakalL @55659754Bhaskar @Trendsetting123 @Ansari_ahk @myogiadityanath @narendramodi @priyankagandhi @ECISVEEP @RaniPadmaK @VTankha @RahulGandhi @yadavakhilesh @LtColAnilDuhoon @adgpi @IAF_MCC @rkhuria2 @naukarshah @SunilDsouza @RShivshankar @PadmajaJoshi @_pallavighosh @exhortofgeeta @geetv79 @Dynamyto3 @IsranRar3 @MandBuddhiSingh @rk5lark @SalmanSoz @ShashiTharoor @johnanil97 @Gks52305146 @i_am_pravin_inc @SusmitaYadav14 @avidandiya @praveensahi @sadafjafar @1richasingh @kumari_selja @ShagufaSayyeda @dnyadav @Truedemocracy1 @RoopeshSinghINC @FreedaNicholas @bansalavani @karunanundy @PriyaaReturnz @Pawankhera Not ""loyal as Gujarati"" but ""Not Loyal to Modi"". Maybe loyal to India which may often be at conflict.",[]
307,pkg4krishna,,,17,644,159648,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
308,Archana_1779,योगी समर्थक।हिन्दू क्षत्राणी।DM सीधे ब्लॉक।कठमुल्ले दूर रहें।राष्ट्रवादियों का हृदय से स्वागत।,"Uttar Pradesh, India",968,1056,6281,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
309,Trendsetting123,"Member AIPC,

Hardcore Rahul Gandhi Supporter,

Rewarded Twice By Goverment of India ",,1534,6797,118340,1,"@WuntakalL @55659754Bhaskar @Trendsetting123 @Ansari_ahk @myogiadityanath @narendramodi @priyankagandhi @ECISVEEP @RaniPadmaK @VTankha @RahulGandhi @yadavakhilesh @LtColAnilDuhoon @adgpi @IAF_MCC @rkhuria2 @naukarshah @SunilDsouza @RShivshankar @PadmajaJoshi @_pallavighosh @exhortofgeeta @geetv79 @Dynamyto3 @IsranRar3 @RamphalKaushik9 @MandBuddhiSingh @rk5lark @SalmanSoz @ShashiTharoor @johnanil97 @Gks52305146 @i_am_pravin_inc @SusmitaYadav14 @avidandiya @praveensahi @sadafjafar @1richasingh @kumari_selja @ShagufaSayyeda @dnyadav @Truedemocracy1 @RoopeshSinghINC @FreedaNicholas @bansalavani @karunanundy @PriyaaReturnz @Pawankhera Under the guise of maintenance, God knows what is done to EVMs.",[]
310,SamiBaig80,Liberty and humanity must co-exist. Retweet not an endorsement.,भारत,453,432,8253,0,"@SinghSahiba @PMOIndia @narendramodi @AmitShahOffice @realsiff @jaidutt1 @SIFF_HRW @UN @UNHumanRights @UNinIndia @unwomenindia @NCWIndia @sharmarekha @smritiirani You claim having witnessed so many cases, for once try setting aside your gender &amp; review each case in detail to decipher the truth.
Your argument of not agreeing with judgement &amp; news doesn't hold good. The laws can either be bias or just, no 3rd option available.

#FalseCaseDay",['FalseCaseDay']
311,Archana_1779,योगी समर्थक।हिन्दू क्षत्राणी।DM सीधे ब्लॉक।कठमुल्ले दूर रहें।राष्ट्रवादियों का हृदय से स्वागत।,"Uttar Pradesh, India",968,1056,6281,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
312,ViharDurve,"#CrimeAgainstWomen ,FastTrckCourt PIL219 2013 

2)RightJustice PIL188 2015 BHC 

3)#ElectoralBonds introduced #Modi Govt Threat to India's Safety.


#SaveRTI","Mumbai , Pune ",1029,371,7576,0,"#EVM

#VVPAT

Election Commission @ECISVEEP
Publish Compliance of H Supreme Court Guidelines  in Five States..

@RashtrapatiBhvn @narendramodi @RahulGandhi  @MamataOfficial @CMODelhi @cmoMaharashtra @vijayanpinarayi
@mkstalin @YashwantSinha @SitaramYechury https://t.co/OPleDivWq4","['EVM', 'VVPAT']"
313,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187363,0,"@nitin_gadkari @narendramodi I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
314,AjazKha66945321,Truth is powerful💪 thing in universe,"Kupwara, Jammu And Kashmir, In",9,64,20466,179,"Glad to receive Adarniya National Vice-president of @BJP4India Shri @PandaJay ji at my office today.

We discussed organisational matters and ways to further strengthen the party inspired by the vision of Adarniya PM Shri @narendramodi ji. https://t.co/cnNBQmcNJr",[]
315,soniakh64294579,"#Aspirant #Learner #Unique #SecretStar
#StayAtHomeSaveLives",India,175,243,4802,0,@ShashiTharoor @narendramodi Happy Birthday 🎂 sir..,[]
316,Archana_1779,योगी समर्थक।हिन्दू क्षत्राणी।DM सीधे ब्लॉक।कठमुल्ले दूर रहें।राष्ट्रवादियों का हृदय से स्वागत।,"Uttar Pradesh, India",968,1056,6281,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
317,amlechha,Freedom with responsibility is the sine qua non of a democracy.,"Hastinapur, India",319,15,1014,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
